File A,File B,Similarity
capture_20160216_155812.html,capture_20160729_075747.html,0.9930145083288554
capture_20160303_231108.html,capture_20160911_220824.html,0.9527201277170576
capture_20160402_041452.html,capture_20160620_011349.html,0.9984755433599024
capture_20160404_020352.html,capture_20170112_235032.html,0.9673344517911774
capture_20160513_110645.html,capture_20160615_141930.html,0.9987239472564866
capture_20160513_110645.html,capture_20161004_045940.html,0.9504887377815555
capture_20160602_220837.html,capture_20180425_031619.html,0.9928571428571429
capture_20160602_220837.html,capture_20190725_013308.html,0.9857142857142858
capture_20160602_220837.html,capture_20190817_000650.html,0.9714285714285714
capture_20160602_220837.html,capture_20200101_090624.html,0.9857142857142858
capture_20160602_220837.html,capture_20210102_194132.html,0.9928571428571429
capture_20160602_220837.html,capture_20210303_172143.html,0.9785714285714285
capture_20160607_003248.html,capture_20160927_115137.html,0.9701380712833138
capture_20160607_003248.html,capture_20170410_171017.html,0.9681623931623932
capture_20160607_003248.html,capture_20170518_052647.html,0.966025641025641
capture_20161017_005322.html,capture_20161203_233822.html,0.9565072765072765
capture_20161017_005322.html,capture_20170518_053843.html,0.9803466290737208
capture_20161027_031039.html,capture_20170317_233511.html,0.9700839109813937
capture_20161106_192419.html,capture_20170208_070756.html,0.9926376754687347
capture_20161106_192419.html,capture_20170525_151315.html,0.9896927456562286
capture_20161121_231709.html,capture_20161130_153651.html,0.9524742773150416
capture_20161121_231709.html,capture_20161231_043625.html,0.9979535331648007
capture_20161121_231709.html,capture_20170105_234844.html,0.9977127723606597
capture_20161121_231709.html,capture_20170206_203943.html,0.9524742773150416
capture_20161129_220829.html,capture_20170409_144333.html,0.9717314487632509
capture_20161129_220829.html,capture_20170518_071229.html,0.9655172413793104
capture_20170620_112014.html,capture_20171001_221617.html,0.9657579062159215
capture_20170621_065916.html,capture_20171003_120240.html,0.960594315245478
capture_20170621_065916.html,capture_20171124_073625.html,0.9593548387096774
capture_20170621_065916.html,capture_20180407_053435.html,0.9577827908475669
capture_20170623_001435.html,capture_20171011_154112.html,0.9844085519559331
capture_20170623_001435.html,capture_20180409_031849.html,0.9834872656031346
capture_20170703_221116.html,capture_20171120_222233.html,0.9727601617365397
capture_20170703_221116.html,capture_20180402_131504.html,0.973916746513361
capture_20170825_154149.html,capture_20170908_170930.html,0.9908067111008964
capture_20170925_175046.html,capture_20171109_041658.html,0.9973494888299886
capture_20170925_175046.html,capture_20171227_193152.html,0.9972545678311086
capture_20170925_175046.html,capture_20180401_145653.html,0.9964991957611884
capture_20171102_213919.html,capture_20171126_040153.html,0.9977499196399872
capture_20171102_213919.html,capture_20180316_104716.html,0.9991421831438988
capture_20171127_165521.html,capture_20180405_115452.html,0.998426435877262
capture_20171216_063857.html,capture_20180313_003357.html,0.9990171024179281
capture_20171231_010337.html,capture_20180322_185713.html,0.999212443394369
capture_20180208_083943.html,capture_20180409_195108.html,0.954232725097218
capture_20180424_181304.html,capture_20210401_162452.html,0.9936708860759493
capture_20180425_141048.html,capture_20190904_153341.html,0.9949748743718593
capture_20180505_044848.html,capture_20190816_205028.html,0.959349593495935
capture_20180518_112712.html,capture_20190408_043052.html,0.9798165137614679
capture_20180518_112712.html,capture_20200129_053825.html,0.9779816513761468
capture_20180706_173334.html,capture_20190515_220659.html,0.9977011494252873
capture_20180706_173334.html,capture_20200307_144158.html,0.9954022988505747
capture_20190222_042433.html,capture_20210526_163714.html,0.991869918699187
capture_20190403_031752.html,capture_20190806_194246.html,0.9531914893617022
capture_20190403_031752.html,capture_20210701_065127.html,0.9915254237288136
capture_20191010_213602.html,capture_20191122_043900.html,0.9717741935483871
capture_20191010_213602.html,capture_20200105_093520.html,0.9637096774193549
capture_20191010_213602.html,capture_20200112_003529.html,0.9919354838709677
capture_20200101_011743.html,capture_20210303_162711.html,0.9604221635883905
capture_20200530_194846.html,capture_20201018_231507.html,0.9910972862812399
capture_20200530_194846.html,capture_20201113_165559.html,0.9896112241619364
capture_20201127_095304.html,capture_20210106_131428.html,0.9998060135790494
capture_20201127_095304.html,capture_20210330_224620.html,0.9945956379077399
capture_20201129_150739.html,capture_20210301_083253.html,0.9974554707379135
capture_20201202_012312.html,capture_20210526_163713.html,0.989010989010989
capture_20201229_020757.html,capture_20210102_015213.html,0.9984984984984985
capture_20210908_123556.html,capture_20211022_210518.html,0.9948892674616695
